""	"SRR12534940"	"SRR12534942"	"SRR12534944"	"SRR12534946"	"SRR12534964"	"SRR12534966"	"SRR12534968"	"SRR12534970"
"LOC106591662"	49	51	41	41	62	35	60	24
"LOC106591663"	2	4	1	3	3	5	4	3
"LOC106591664"	0	0	0	0	0	0	0	0
"LOC106591667"	4	6	4	9	3	6	2	4
"LOC106591671"	75	72	71	33	164	205	187	203
"LOC106591672"	16	4	2	2	6	6	18	7
"LOC106591673"	0	0	0	0	0	0	0	0
"LOC106591674"	1	1	0	3	1	5	1	0
"LOC106591675"	10	3	10	12	2	1	5	0
"LOC106591678"	33	7	21	16	4	9	10	10
"LOC106591679"	47	55	73	61	62	45	67	59
"LOC106591681"	0	0	3	1	1	2	0	3
"LOC106591682"	2	0	0	3	3	2	3	5
"LOC106591683"	1509	1897	1564	1869	2003	1061	2334	1342
"LOC106591684"	0	0	0	0	0	0	0	0
"LOC106591691"	4	0	2	5	1	2	2	0
"LOC106591693"	0	0	0	0	0	0	0	0
"LOC106591694"	86	4	16	16	6	0	20	1
"LOC106591700"	3	3	1	4	2	1	1	0
"LOC106591706"	283	334	353	321	439	426	553	293
"LOC106591707"	287	230	279	224	343	293	253	281
"LOC106591709"	0	0	0	1	3	1	0	0
"LOC106591712"	6	8	8	8	7	19	7	12
"LOC106591717"	0	0	0	0	0	0	0	0
"LOC106591720"	469	349	346	491	356	373	365	338
"LOC106591722"	0	0	0	0	0	0	0	0
"LOC106591729"	1489	1299	1108	1629	1355	1060	1371	947
"LOC106591735"	2	2	0	1	1	2	0	5
"LOC106591736"	7	1	6	3	2	8	3	7
"LOC106591737"	0	0	0	1	0	1	0	0
"LOC106591739"	122	110	89	122	98	106	117	95
"LOC106591742"	32	25	27	14	21	29	19	23
"LOC106591754"	199	99	95	97	137	103	110	88
"LOC106591758"	0	1	1	2	5	8	4	9
"LOC106591759"	1231	1193	964	1048	1043	1001	1234	1002
"LOC106591760"	156	151	177	116	195	145	219	158
"LOC106591766"	1273	1255	1341	1090	601	1234	831	747
"LOC106591767"	113	82	102	64	159	161	181	160
"LOC106591770"	374	198	271	154	384	180	254	346
"LOC106591776"	41	28	1	56	43	24	31	20
"LOC106591782"	29	32	23	31	26	39	46	69
"LOC106591784"	0	0	0	2	1	0	0	0
"LOC106591785"	110	59	64	77	81	135	109	115
"LOC106591786"	381	375	362	404	429	300	268	286
"LOC106591787"	132	104	125	125	128	133	75	143
"LOC106591788"	1485	1634	1522	1708	1468	1270	1688	1178
"LOC106591789"	578	512	450	468	560	467	602	393
"LOC106591790"	0	0	0	0	0	0	0	1
"LOC106591792"	0	1	0	1	0	1	1	0
"LOC106591793"	0	0	0	0	0	0	0	0
"LOC106591798"	788	496	533	452	451	322	504	318
"LOC106591799"	115	105	129	96	144	134	109	97
"LOC106591800"	46	27	38	28	61	58	50	83
"LOC106591805"	2	0	0	0	0	3	0	1
"LOC106591806"	1	1	1	0	3	3	1	5
"LOC106591807"	0	0	0	0	0	0	1	20
"LOC106591808"	22	24	22	18	20	26	14	22
"LOC106591809"	84	49	63	62	73	70	45	62
"LOC106591811"	0	0	0	0	0	0	0	0
"LOC106591813"	678	534	528	643	586	525	550	395
"LOC106591818"	172	116	134	149	134	116	134	128
"LOC106591821"	1	1	0	0	0	7	0	3
"LOC106591823"	0	0	0	0	0	1	0	1
"LOC106591824"	389	226	96	485	159	183	354	128
"LOC106591825"	929	984	672	877	789	767	941	730
"LOC106591830"	8	10	10	6	8	6	7	9
"LOC106591833"	1023	895	816	720	835	628	921	503
"LOC106591839"	50	20	26	45	29	29	38	64
"LOC106591840"	1	0	5	1	9	1	5	0
"LOC106591843"	826	774	704	836	786	591	645	484
"LOC106591847"	22	30	23	19	68	21	72	25
"LOC106591851"	5	3	1	2	0	5	0	1
"LOC106591855"	22	5	9	736	456	462	20	440
"LOC106591860"	476	566	418	538	545	520	567	511
"LOC106591861"	0	0	0	1	0	0	0	0
"LOC106591866"	574	472	450	462	471	333	395	328
"LOC106591868"	340	112	352	397	329	225	237	238
"LOC106591869"	1	0	0	0	1	1	0	0
"LOC106591870"	252	308	226	234	350	352	379	338
"LOC106591872"	2	1	4	3	6	5	5	0
"LOC106591873"	0	0	0	0	0	0	0	0
"LOC106591874"	3587	3662	3295	3174	3331	2999	3470	2227
"LOC106591876"	66	63	191	73	42	61	55	76
"LOC106591877"	1188	1183	1040	941	1067	891	989	774
"LOC106591879"	0	1	1	2	0	0	1	6
"LOC106591880"	0	0	1	2	0	1	0	1
"LOC106591882"	42	38	29	34	30	26	44	28
"LOC106591887"	0	0	0	0	0	0	0	0
"LOC106591890"	6	7	5	7	0	3	4	4
"LOC106591892"	5213	6213	4805	3887	3994	3581	3589	2904
"LOC106591894"	2	5	2	6	11	3	2	3
"LOC106591895"	0	1	1	0	1	3	1	4
"LOC106591898"	49	37	12	1	23	24	17	28
"LOC106591899"	53	29	56	58	137	46	38	178
"LOC106591909"	742	506	468	636	550	422	461	336
"LOC106591913"	2	11	2	15	7	2	14	5
"LOC106591915"	66	66	47	66	76	69	63	60
"LOC106591917"	3	7	11	4	14	26	9	17
"LOC106591919"	0	0	0	0	0	0	0	0
"LOC106591921"	49	27	57	63	38	44	52	199
"LOC106591923"	152	97	113	134	178	207	190	165
"LOC106591926"	197	125	119	159	111	96	84	121
"LOC106591927"	2	2	7	2	2	12	1	112
"LOC106591929"	0	0	0	2	0	1	0	0
"LOC106591932"	5	0	4	3	14	18	2	38
"LOC106591933"	2	3	0	1	0	5	6	9
"LOC106591937"	56	31	58	64	118	135	158	109
"LOC106591938"	0	0	0	0	0	0	0	0
"LOC106591943"	76	96	57	64	86	27	73	21
"LOC106591944"	27	24	32	17	20	26	26	16
"LOC106591949"	10	1	0	0	5	0	0	1
"LOC106591957"	1	1	3	0	2	1	1	0
"LOC106591959"	0	1	0	0	0	0	0	1
"LOC106591960"	2	1	1	0	5	9	6	19
"LOC106591964"	5	4	10	2	26	55	19	45
"LOC106591967"	12	6	19	5	9	10	11	2
"LOC106591968"	4	0	4	0	1	12	3	10
"LOC106591969"	0	0	0	0	0	0	0	0
"LOC106591971"	1	0	0	0	0	61	0	19
"LOC106591974"	0	0	0	0	0	0	0	1
"LOC106591979"	3838	3196	2676	3177	3136	2802	2830	2094
"LOC106591981"	0	0	0	0	0	0	2	3
"LOC106591982"	0	0	0	1	0	0	0	0
"LOC106591983"	24	8	20	12	21	12	19	10
"LOC106591986"	97	88	50	81	125	136	122	92
"LOC106591987"	0	3	21	0	2	5	10	7
"LOC106591989"	0	0	2	0	1	3	0	0
"LOC106591992"	0	0	0	0	0	0	0	0
"LOC106591998"	4	5	4	8	18	1	2	6
"LOC106592002"	219	114	104	145	113	163	125	164
"LOC106592003"	2	1	0	1	0	0	14	1
"LOC106592004"	15	6	9	7	16	3	12	5
"LOC106592006"	0	0	0	0	0	0	0	1
"LOC106592009"	2	1	2	3	3	7	2	6
"LOC106592010"	57	86	53	44	97	108	114	79
"LOC106592012"	31	42	19	60	191	134	118	254
"LOC106592015"	150	158	181	106	166	221	224	133
"LOC106592016"	5	4	0	2	5	4	2	1
"LOC106592017"	226	163	182	173	253	402	296	445
"LOC106592019"	0	0	2	0	0	0	0	2
"LOC106592020"	112	93	63	87	86	57	55	62
"LOC106592024"	21	19	15	27	57	37	29	55
"LOC106592031"	0	0	0	0	0	1	0	0
"LOC106592038"	2	3	7	4	4	0	3	4
"LOC106592039"	0	0	2	0	1	0	0	0
"LOC106592041"	7	1	8	4	1	4	3	6
"LOC106592042"	540	401	434	432	570	421	571	420
"LOC106592044"	225	111	174	198	311	396	485	240
"LOC106592047"	76	61	123	70	87	116	93	85
"LOC106592050"	80	88	58	71	76	109	57	60
"LOC106592051"	8	6	7	9	11	27	17	37
"LOC106592053"	131	158	142	160	138	168	158	139
"LOC106592054"	1560	1476	1687	1762	1507	1218	1765	1123
"LOC106592055"	0	0	0	0	0	0	0	0
"LOC106592057"	9	12	21	9	21	29	14	10
"LOC106592060"	11	10	8	15	12	35	22	15
"LOC106592061"	1	0	0	1	1	3	0	0
"LOC106592062"	0	0	0	0	1	2	1	0
"LOC106592063"	13	20	13	21	34	42	35	41
"LOC106592065"	732	457	294	839	732	129	609	224
"LOC106592067"	53	60	52	41	104	178	102	191
"LOC106592068"	1170	1017	1010	1044	941	822	981	728
"LOC106592070"	4	5	13	9	76	7	17	37
"LOC106592071"	0	0	1	0	0	0	1	0
"LOC106592073"	0	0	3	0	2	0	0	1
"LOC106592074"	2	3	3	2	12	4	11	10
"LOC106592075"	0	0	0	0	0	0	0	0
"LOC106592076"	14	3	9	5	10	9	9	12
"LOC106592077"	0	208	0	41	0	1	0	0
"LOC106592081"	7	11	15	4	3	14	7	9
"LOC106592083"	114	131	239	65	90	68	95	62
"LOC106592087"	4	3	6	5	7	9	17	11
"LOC106592089"	0	0	1	1	1	0	4	1
"LOC106592091"	1628	1607	1700	1324	1830	1801	1871	1394
"LOC106592093"	1	0	0	0	0	2	0	0
"LOC106592095"	1287	1418	1273	1967	1406	717	1253	600
"LOC106592096"	2802	4882	4439	2727	5115	2820	4622	3489
"LOC106592097"	716	907	855	770	785	696	976	583
"LOC106592098"	757	688	687	754	658	639	551	541
"LOC106592099"	5	1	2	0	2	0	3	0
"LOC106592100"	34	15	19	13	11	25	31	24
"LOC106592101"	0	0	1	1	0	0	0	2
"LOC106592107"	23	16	26	34	30	17	30	14
"LOC106592108"	22	14	27	14	8	11	14	7
"LOC106592109"	13	3	15	3	7	4	11	6
"LOC106592112"	0	0	0	0	0	0	0	0
"LOC106592114"	69	28	15	38	54	34	37	18
"LOC106592115"	384	296	417	372	335	299	453	245
"LOC106592116"	0	0	0	0	0	0	1	0
"LOC106592117"	0	0	0	0	1	1	0	0
"LOC106592118"	0	0	0	0	0	0	0	0
"LOC106592120"	34	75	18	45	94	63	54	60
"LOC106592125"	0	0	0	0	0	2	0	0
"LOC106592130"	219	147	365	153	132	134	108	119
"LOC106592131"	1	2	4	2	2	2	6	3
"LOC106592132"	267	216	285	175	294	346	298	201
"LOC106592134"	1531	1256	949	967	1415	1370	1191	997
"LOC106592135"	22	19	25	24	85	156	74	394
"LOC106592137"	244	147	138	260	314	156	163	132
"LOC106592139"	0	0	0	0	0	0	0	0
"LOC106592140"	0	0	0	0	1	1	1	0
"LOC106592142"	12395	10813	10915	12307	8026	9064	7296	14857
"LOC106592144"	584	536	178	291	480	290	240	219
"LOC106592145"	61	3	51	49	28	3	65	21
"LOC106592153"	0	0	0	0	0	0	0	0
"LOC106592154"	221	173	179	163	151	145	150	119
"LOC106592156"	2	1	3	0	4	2	3	1
"LOC106592157"	123	100	61	118	116	117	128	112
"LOC106592158"	7	21	16	17	61	102	40	261
"LOC106592160"	0	0	1	0	1	1	0	7
"LOC106592161"	0	0	0	1	2	5	0	5
"LOC106592162"	342	59	270	48	85	173	93	186
"LOC106592167"	88	100	113	132	196	275	159	199
"LOC106592170"	0	0	0	0	6	3	0	4
"LOC106592176"	225	180	239	238	181	220	229	136
"LOC106592179"	5	1	0	1	2	1	1	2
"LOC106592181"	368	319	319	357	808	1611	901	1226
"LOC106592182"	564	639	555	476	558	681	632	436
"LOC106592184"	3	1	1	6	3	3	2	5
"LOC106592186"	10	6	9	2	6	3	5	5
"LOC106592187"	303	441	247	277	249	373	226	299
"LOC106592188"	20	37	33	13	33	27	47	19
"LOC106592199"	1303	1576	1040	1312	1318	1316	1350	977
"LOC106592201"	41	35	44	59	64	78	71	120
"LOC106592202"	2	0	1	0	1	1	0	4
"LOC106592203"	26	14	19	3	19	23	26	18
"LOC106592204"	0	0	0	0	0	0	0	0
"LOC106592205"	4	5	2	1	2	0	1	4
"LOC106592207"	5	1	3	0	1	3	0	0
"LOC106592210"	885	785	645	798	735	638	692	547
"LOC106592211"	39	32	28	40	36	13	20	22
"LOC106592212"	121	122	100	81	90	108	154	74
"LOC106592216"	41	37	37	27	39	43	44	44
"LOC106592219"	0	3	0	0	1	2	1	3
"LOC106592221"	892	481	791	771	844	550	907	618
"LOC106592222"	0	1	0	0	0	0	0	1
"LOC106592223"	1	0	0	0	0	2	1	1
"LOC106592231"	0	0	0	0	0	0	0	0
"LOC106592236"	342	338	313	278	332	284	278	277
"LOC106592237"	246	315	185	227	282	229	224	137
"LOC106592239"	10	5	3	8	9	7	5	10
"LOC106592240"	0	1	0	0	2	0	0	0
"LOC106592241"	215	31	263	295	132	54	9	27
"LOC106592244"	1	36	14	5	38	25	31	34
"LOC106592245"	3	1	0	3	2	1	2	3
"LOC106592246"	11	37	18	13	39	19	14	18
"LOC106592252"	181	130	135	193	157	176	171	77
"LOC106592253"	1	0	0	0	0	1	0	0
"LOC106592255"	12	38	14	10	23	43	35	54
"LOC106592258"	86	92	84	52	106	81	84	62
"LOC106592259"	32	24	27	33	23	36	24	18
"LOC106592261"	0	0	0	0	0	0	0	0
"LOC106592262"	336	340	280	7	300	256	20	254
"LOC106592263"	263	383	199	131	234	318	333	453
"LOC106592264"	0	0	1	0	1	7	1	3
"LOC106592268"	9	9	9	2	12	6	7	10
"LOC106592269"	6	2	4	1	3	5	0	2
"LOC106592271"	372	383	438	354	518	431	475	310
"LOC106592272"	0	0	0	0	0	0	1	0
"LOC106592274"	0	0	1	3	3	1	3	25
"LOC106592278"	68	73	72	69	85	91	65	93
"LOC106592279"	0	1	1	0	2	2	1	2
"LOC106592280"	62	74	38	55	62	75	72	110
"LOC106592281"	0	0	0	0	1	2	0	0
"LOC106592282"	6	6	11	10	16	21	14	18
"LOC106592285"	1	1	2	2	0	0	5	1
"LOC106592286"	15	13	15	11	19	30	21	30
"LOC106592292"	253	221	111	135	258	191	197	164
"LOC106592293"	0	0	0	0	0	0	0	0
"LOC106592294"	239	664	338	317	348	444	630	435
"LOC106592297"	62	49	59	58	50	51	40	44
"LOC106592307"	19	13	13	7	21	49	36	131
"LOC106592309"	1327	1179	707	1251	925	790	797	682
"LOC106592313"	1	6	18	1	7	16	19	17
"LOC106592317"	0	0	1	0	0	0	1	0
"LOC106592320"	0	0	2	2	4	0	6	25
"LOC106592322"	15	12	9	8	7	7	7	7
"LOC106592327"	0	0	0	0	0	0	0	0
"LOC106592331"	1	3	1	0	2	2	0	0
"LOC106592333"	253	141	136	100	142	124	103	96
"LOC106592334"	363	307	325	323	384	408	468	345
"LOC106592341"	286	300	337	286	315	384	336	344
"LOC106592342"	18	27	13	19	116	118	69	112
"LOC106592347"	470	417	256	328	573	384	317	227
"LOC106592348"	2289	2416	2017	2776	2136	2307	2210	1970
"LOC106592350"	93	88	102	73	73	81	72	65
"LOC106592353"	0	0	0	0	0	0	1	0
"LOC106592354"	16	5	17	5	61	2	8	51
"LOC106592355"	0	0	0	0	0	0	0	0
"LOC106592358"	272	214	159	434	335	156	266	204
"LOC106592359"	12	12	1	22	10	39	19	60
"LOC106592360"	0	0	0	0	0	0	0	0
"LOC106592362"	76	63	60	54	53	74	29	37
"LOC106592365"	359	333	377	359	404	446	507	423
"LOC106592366"	50	132	68	141	686	971	286	535
"LOC106592376"	1	1	1	0	1	0	1	0
"LOC106592377"	0	0	0	0	0	1	0	0
"LOC106592379"	13	8	8	9	13	19	12	10
"LOC106592382"	409	110	108	145	102	91	114	91
"LOC106592383"	690	716	638	711	786	597	710	533
"LOC106592389"	0	0	1	1	0	3	1	0
"LOC106592393"	1929	1717	1401	1811	1687	1643	1768	1330
"LOC106592398"	1	1	0	1	0	0	0	0
"LOC106592401"	0	0	0	1	0	0	0	5
"LOC106592406"	23	16	47	33	23	25	10	7
"LOC106592407"	271	260	186	235	191	229	210	125
"LOC106592409"	152	108	91	121	151	80	132	77
"LOC106592410"	244	228	211	197	264	224	210	146
"LOC106592411"	0	1	1	0	15	8	9	11
"LOC106592415"	54	77	40	36	93	84	41	65
"LOC106592416"	43	62	43	28	41	41	47	31
"LOC106592419"	1152	813	1595	1029	1735	733	1292	698
"LOC106592420"	159	158	155	111	243	298	291	201
"LOC106592421"	0	0	0	0	0	0	0	0
"LOC106592426"	519	366	356	418	321	287	341	248
"LOC106592427"	924	536	460	590	342	385	469	411
"LOC106592428"	39	183	227	122	146	156	194	170
"LOC106592431"	0	0	1	2	0	1	0	6
"LOC106592432"	25	35	24	31	35	33	41	33
"LOC106592435"	45	55	22	34	38	18	49	23
"LOC106592441"	0	0	0	0	1	0	0	1
"LOC106592442"	244	183	196	171	143	181	192	123
"LOC106592443"	8	16	11	6	20	33	34	58
"LOC106592449"	0	1	0	0	0	0	0	1
"LOC106592450"	0	0	1	0	0	0	0	0
"LOC106592451"	0	0	2	0	2	1	0	0
"LOC106592452"	4	0	4	0	3	9	4	20
"LOC106592454"	107	5	95	19	16	3	140	2
"LOC106592455"	5310	4352	3530	4646	4829	4759	4912	3533
"LOC106592456"	1	0	0	0	1	6	1	43
"LOC106592457"	544	181	168	357	527	413	434	400
"LOC106592459"	0	0	32	1	0	1	3	2
"LOC106592461"	0	0	0	0	0	0	0	0
"LOC106592464"	51	51	77	51	96	113	99	109
"LOC106592465"	2701	2222	2469	2687	2466	2243	2698	2034
"LOC106592466"	5	1	1	2	5	14	2	14
"LOC106592469"	12	12	12	11	15	18	9	23
"LOC106592470"	2	12	33	11	58	23	17	30
"LOC106592472"	1	43	52	18	176	9	96	23
"LOC106592473"	0	0	0	0	0	0	0	0
"LOC106592475"	18	56	34	21	26	89	41	56
"LOC106592477"	5345	4609	3731	4827	3723	3374	3569	2595
"LOC106592479"	536	666	451	511	503	604	529	346
"LOC106592481"	151	143	150	142	214	195	250	187
"LOC106592482"	98	57	78	104	38	27	41	36
"LOC106592485"	0	0	0	0	0	0	0	0
"LOC106592487"	25	37	26	22	37	32	44	25
"LOC106592495"	1	0	1	1	1	0	1	3
"LOC106592500"	454	332	254	352	352	275	253	197
"LOC106592501"	0	2	0	0	1	0	0	5
"LOC106592503"	4	6	8	4	16	40	19	75
"LOC106592504"	0	2	0	0	1	5	1	13
"LOC106592506"	0	0	0	0	0	0	0	0
"LOC106592508"	8	0	6	4	0	3	0	0
"LOC106592509"	0	2	4	3	4	5	4	1
"LOC106592510"	9	0	3	1	1	0	0	0
"LOC106592511"	9	6	7	6	15	45	23	36
"LOC106592512"	1	0	0	1	0	1	3	0
"LOC106592515"	3	4	4	9	3	1	2	6
"LOC106592517"	941	839	814	823	840	688	667	555
"LOC106592519"	0	3	0	7	1	3	3	4
"LOC106592522"	10	23	14	35	22	55	29	50
"LOC106592527"	890	695	693	891	591	440	383	330
"LOC106592529"	162	130	113	112	209	251	219	193
"LOC106592537"	0	0	0	0	0	0	0	0
"LOC106592541"	0	0	0	0	1	0	0	0
"LOC106592543"	0	0	0	0	0	0	1	0
"LOC106592547"	4211	4740	3423	4164	4894	4942	4466	5380
"LOC106592549"	35	92	68	172	57	291	97	191
"LOC106592550"	13	61	66	44	329	384	206	933
"LOC106592553"	14	18	22	16	56	77	44	40
"LOC106592558"	6	2	240	174	4	1	330	0
"LOC106592562"	143	75	114	85	114	107	83	78
"LOC106592563"	31	28	50	29	28	39	25	31
"LOC106592565"	55	37	61	45	41	29	45	32
"LOC106592566"	312	327	267	259	326	322	309	298
"LOC106592567"	0	0	2	0	0	0	0	0
"LOC106592569"	1394	1689	1703	1842	1725	1892	2160	1966
"LOC106592570"	9	8	5	7	10	15	12	13
"LOC106592571"	8	18	6	7	24	38	28	40
"LOC106592572"	88	125	143	110	121	98	126	70
"LOC106592576"	1	2	1	0	2	1	1	0
"LOC106592577"	139	96	123	195	106	73	270	221
"LOC106592580"	110	60	119	70	51	22	50	27
"LOC106592583"	0	0	0	1	0	0	0	0
"LOC106592586"	0	0	0	0	0	0	0	0
"LOC106592589"	0	0	0	0	0	0	0	59
"LOC106592592"	1874	1934	1837	2139	2076	1721	1849	1443
"LOC106592593"	62	53	67	55	71	126	61	164
"LOC106592594"	2	7	3	7	9	7	0	7
"LOC106592595"	1462	1164	928	1049	902	903	1098	796
"LOC106592601"	5	3	13	2	10	0	13	2
"LOC106592602"	8	12	17	13	9	16	14	26
"LOC106592603"	2	1	4	2	4	1	5	0
"LOC106592605"	2	2	0	1	2	9	12	4
"LOC106592607"	501	324	461	436	403	310	419	253
"LOC106592609"	2	4	6	5	3	0	1	0
"LOC106592611"	5	7	8	12	9	17	5	45
"LOC106592612"	233	158	205	252	331	684	369	536
"LOC106592614"	1	4	2	3	9	14	7	29
"LOC106592615"	1	4	0	1	8	2	4	26
"LOC106592617"	0	1	0	0	1	0	0	0
"LOC106592618"	15	12	11	8	6	17	19	16
"LOC106592621"	2021	1686	1141	804	1802	1619	2060	1385
"LOC106592627"	8	14	2	5	6	2	10	6
"LOC106592628"	30	26	12	9	35	16	41	14
"LOC106592630"	31	16	12	22	7	0	24	22
"LOC106592633"	230	217	179	112	219	202	235	221
"LOC106592634"	5	2	4	2	3	4	3	6
"LOC106592641"	27	28	29	13	30	14	29	17
"LOC106592643"	0	0	0	0	2	1	1	1
"LOC106592644"	0	2	1	0	3	2	8	5
"LOC106592645"	2	0	2	4	7	14	5	14
"LOC106592647"	671	693	618	689	765	614	689	568
"LOC106592651"	303	234	199	256	228	192	201	184
"LOC106592652"	1	1	3	4	3	23	11	37
"LOC106592653"	79	139	148	78	112	55	141	136
"LOC106592654"	61	128	88	118	60	26	89	110
"LOC106592657"	5	12	18	8	9	5	16	14
"LOC106592658"	0	0	0	0	0	0	3	0
"LOC106592659"	0	0	2	2	0	0	0	2
"LOC106592660"	3	2	5	5	10	10	4	15
"LOC106592662"	0	0	0	0	0	0	0	0
"LOC106592665"	5	5	7	5	3	3	5	4
"LOC106592666"	2	0	2	2	1	9	0	25
"LOC106592668"	667	472	428	528	461	398	461	337
"LOC106592670"	1	0	0	0	0	1	0	0
"LOC106592676"	392	288	227	387	385	227	291	277
"LOC106592678"	84	98	73	120	113	106	79	160
"LOC106592679"	3	3	4	0	0	0	0	3
"LOC106592681"	0	0	0	0	0	0	0	0
"LOC106592685"	1270	1179	1308	1336	1195	841	979	655
"LOC106592686"	90	93	83	107	92	190	107	103
"LOC106592690"	0	0	0	0	0	0	0	0
"LOC106592691"	2	12	4	8	4	6	14	2
"LOC106592694"	0	0	0	0	0	0	0	0
"LOC106592697"	0	1	1	0	0	0	1	0
"LOC106592699"	1	0	0	2	0	0	0	0
"LOC106592701"	7	9	9	10	11	6	9	9
"LOC106592704"	39	844	695	280	731	292	763	450
"LOC106592710"	144	94	125	118	158	180	176	474
"LOC106592716"	6	2	13	4	13	16	15	5
"LOC106592726"	302	162	149	213	131	66	284	100
"LOC106592730"	15	12	4	15	21	61	37	198
"LOC106592732"	6	5	3	4	3	4	6	1
"LOC106592739"	28	28	28	41	36	43	56	45
"LOC106592740"	0	0	0	1	0	0	0	1
"LOC106592741"	1414	1254	1211	1300	1410	1090	1207	917
"LOC106592742"	1821	1256	1182	1380	1284	1120	1152	1034
"LOC106592746"	1	0	3	0	5	3	4	7
"LOC106592748"	19	20	27	37	87	99	81	103
"LOC106592749"	1123	926	1051	1040	1119	931	1201	626
"LOC106592751"	5	3	3	2	1	1	3	1
"LOC106592754"	0	0	0	0	2	3	0	2
"LOC106592755"	2	0	2	3	0	3	3	11
"LOC106592756"	0	0	0	0	0	0	0	5
"LOC106592761"	0	1	5	4	9	1	7	22
"LOC106592762"	393	188	74	312	366	94	474	197
"LOC106592767"	219	258	285	209	409	332	240	197
"LOC106592769"	0	0	0	0	0	0	0	0
"LOC106592770"	1	0	1	1	3	2	0	0
"LOC106592773"	0	0	0	0	0	0	0	0
"LOC106592777"	0	0	1	0	0	0	0	0
"LOC106592778"	1	0	0	0	0	0	1	0
"LOC106592779"	85	32	16	19	61	14	71	12
"LOC106592780"	5	3	3	3	1	5	3	0
"LOC106592781"	0	9	5	0	0	0	0	0
"LOC106592782"	0	0	0	0	0	0	0	0
"LOC106592786"	1832	1534	1432	1780	1520	1405	1413	1291
"LOC106592787"	2407	2484	1999	2680	1727	1816	2087	1220
"LOC106592788"	551	432	298	431	423	399	299	268
"LOC106592791"	465	724	578	580	701	825	723	1003
"LOC106592793"	3	2	0	2	3	1	1	7
"LOC106592795"	5	1	12	14	1	1	20	1
"LOC106592796"	23	1	10	11	14	72	16	28
"LOC106592797"	13	7	9	3	14	32	12	25
"LOC106592799"	0	0	0	0	0	0	0	0
"LOC106592803"	15	21	28	40	14	12	12	16
"LOC106592805"	5	18	15	10	37	48	21	141
"LOC106592806"	93	86	127	83	175	159	198	92
"LOC106592807"	32	28	26	26	33	33	23	25
"LOC106592810"	56	76	58	53	68	69	79	145
"LOC106592811"	5	0	3	0	3	2	2	8
"LOC106592812"	2270	1990	1882	2080	2260	1964	1893	1662
"LOC106592813"	27	32	21	23	43	51	54	63
"LOC106592817"	7	20	13	27	13	24	29	16
"LOC106592819"	2	5	4	3	9	1	0	2
"LOC106592820"	0	1	2	1	2	3	0	12
"LOC106592822"	101	51	26	68	69	45	71	64
"LOC106592833"	0	0	0	0	3	0	0	0
"LOC106592835"	7	3	5	3	5	19	9	33
"LOC106592837"	3	3	1	4	2	3	2	5
"LOC106592840"	8	11	13	18	8	19	12	15
"LOC106592841"	108	104	116	121	152	113	145	110
"LOC106592846"	7	41	46	20	10	19	6	13
"LOC106592847"	41	27	47	40	55	57	45	57
"LOC106592848"	0	1	1	0	1	1	0	0
"LOC106592849"	4	33	21	18	29	52	28	34
"LOC106592850"	84	66	71	73	85	64	73	37
"LOC106592851"	0	0	0	0	2	0	0	0
"LOC106592853"	13	5	5	4	15	15	10	20
"LOC106592855"	716	282	316	392	440	9	280	326
"LOC106592856"	601	741	1072	508	665	351	670	629
"LOC106592857"	619	517	433	365	560	268	600	329
"LOC106592858"	2414	2421	2367	2447	2182	1789	2107	1381
"LOC106592859"	0	0	1	0	0	1	1	0
"LOC106592860"	9	26	12	8	12	5	10	3
"LOC106592861"	171	233	187	102	170	217	182	181
"LOC106592862"	0	0	0	0	0	0	0	0
"LOC106592863"	9	12	17	8	26	38	27	30
"LOC106592866"	0	2	0	3	2	0	1	0
"LOC106592868"	0	0	1	0	0	0	0	0
"LOC106592870"	1781	2071	1684	2094	1382	1342	1236	1031
"LOC106592872"	111	111	79	83	121	93	85	79
"LOC106592873"	27	28	13	20	28	28	44	38
"LOC106592876"	25	102	106	68	110	84	78	96
"LOC106592879"	132	126	168	149	140	114	122	117
"LOC106592888"	1	1	0	0	0	0	0	0
"LOC106592889"	6	6	12	4	16	22	16	17
"LOC106592890"	53	67	73	71	108	75	68	54
"LOC106592891"	0	0	1	0	0	0	0	0
"LOC106592893"	98	119	80	86	89	91	83	64
"LOC106592896"	0	0	0	0	0	0	0	0
"LOC106592897"	1	4	3	1	8	21	3	29
"LOC106592903"	45	66	45	37	87	142	84	138
"LOC106592905"	23	44	24	23	20	39	37	45
"LOC106592906"	19	20	16	23	48	24	35	8
"LOC106592908"	0	8	11	6	25	3	11	7
"LOC106592909"	2	3	0	5	5	11	4	9
"LOC106592913"	1	3	0	2	18	26	15	55
"LOC106592921"	17	14	5	23	11	14	9	10
"LOC106592932"	3	8	5	9	11	9	10	6
"LOC106592933"	1	1	2	3	1	0	1	0
"LOC106592935"	185	94	154	154	64	39	100	21
"LOC106592947"	0	0	0	0	2	0	0	0
"LOC106592948"	1	1	6	4	5	8	1	4
"LOC106592954"	657	705	574	643	582	627	651	456
"LOC106592957"	168	51	159	92	136	150	183	159
"LOC106592958"	297	226	248	250	208	170	156	131
"LOC106592962"	0	0	1	0	0	0	0	0
"LOC106592965"	27	30	33	44	61	23	51	11
"LOC106592966"	1744	1629	1265	1548	1565	1502	1477	1059
"LOC106592968"	165	148	132	112	93	90	176	82
"LOC106592969"	1	7	0	2	4	8	13	3
"LOC106592971"	0	0	0	0	0	0	0	0
